Crop,Variety name/code,Year of release,Owner(s),Maintainer and seed source,Optimal production altitude range (Masl),Duration to maturity (months),Grain yield (t ha-1),Special attributes
FOXTAIL_MILLET,1. Kat/Fox-1,1981,KARI,"KARI-
Katumani",250-1500,3-4,1.8," Cream grain
colour"
