Crop,Variety name,Release name,Year of release,Owner(s) licensee,Maintainer and source,Areas of production,Maturity duration,Yield(t/ ha),Special attributes
BUSHRYE_GRASS,"1. Entero
pogon
macros
tachyu
s var.
ENMA-
KBK","ENMA-
KBK",2021,KALRO,KALRO,"Altitude: 20-
2400 m.a.s.l
AEZ: LH 3-5,
UM 3-5, LM 3-
5, CL 3-5 Sites:
ASAL areas;
Makueni,
Narok,
Kajiado, Kitui,
Taita Taveta,
Baringo,
Nakuru, Busia,
Laikipia,
Machakos,
Kinangop,
Kilifi,
Mombasa,
Lamu, Kwale,
Tana River,
Turkana, Isiolo",3-4,"1-7 t
dry
matter/
ha per
year"," Drought
tolerant
 Shade
tolerant (Can
be
intercropped
with fruit and
timber trees
such as Melia
Volkensii
 Fast regrowth
after harvest
 High
palatability
 Prolific in
seed
production
 Widely
adapted in
the asalS
 Good for
rangeland
rehabilitation
 15 years of
productive life
with proper
management"
