Crop,Variety Testing name/Co de,Release name,Owner(s) licensee,Year of release,Maintain er and source,Areas of production,Maturity duratio n(mont hs),Yiel d(t/ ha),Special attributes
CHICORY,"1. Com
man
der","Commander
(OG 145)","Suba
Seeds Co.",2025,"Barenbru
g SA
Seeds","Altitude: 1135
– 2100m
AEZ: LM 5 -
UM 5
Sites where
testing was
done
:Lanet,Kambi
mawe,Alupe,
Mtwapa and
Narok","Late
bolting
type
1-2
years","12 –
18
DM
Yiel
d"," Reduces faecal egg
count (FEC)"
