Crop,Variety name/code,Year of release,Owner(s),Maintainer and seed source,Optimal production altitude range (Masl),Duration to maturity (months),Grain yield (t ha-1),Special attributes
PANNICUM_GRASS,"1. Coloured
Guinea",1955,"KARI/Kenya
Seed Co.","Kenya Seed
Co.",50-2000,1-2,"4.8-
12.8"," Good seed
yield"
