Crop,Variety name,Release name,Year of release,Owner(s) licensee,Maintainer and source,Areas of production,Maturity duration( months),Yield( t/ha),Special attributes
ETHIOPIAN_KALE,1. Sarate,"Nzoia
Green",2016,"Simlaw
Company","Simlaw
Company","100 – 2000m
asl",1,"50 –
60"," Late flowering
 Large and soft
leaves
 Unique flavour"
