Crop,Variety name/code,Official Variety Release Name,Year of release,Owner(s)/ Licensee,Maintainer and seed source,Optimal production altitude range (Masl),Duration to maturity( days),Grain yield (t ha-1),Special attributes
SIMSIM,1. KSS-6,KS-S6,2013,"Kenya
Seed Co.","Kenya Seed
Co.","200-1000
.m.a.s.l, Central
anLake Victoria
region.
Bungoma",2.5,"1.5-
2.0"," Highly
aromatic –
white in colour
 High poding
ability
 Shoofly
tolerance
 Tolerance to
rust"
