Crop,Variety name,Release name,Year of release,Owner(s) licensee,Mainta iner and source,Areas of production,Maturity duration( months),Yield(t /ha),Special attributes
SAFFLOWER,"1. Kensaf
01",NJ-1006,2024,KALRO,"KALRO
NJORO","Altitude:
900-2000
m.a.s.l
AEZ: LM4-6
Sites where
testing was
done:
Baringo,
Makueni,
Kitui,
Nakuru,
Laikipia,
Kajaido, Taita
Taveta",4-5,1-1.5," Oil content: 28-30%.
 Drought Tolerant
 Tolerant to safflower
blight (score 1) under
normal production
conditions.(Score out
of 1-5, 1=least severe,
5=most
severe)tolerant."
