Crop,Variety name,Release name,Year of release,Owner(s) licensee,Maintainer and source,Areas of production,Maturity duration(months),Yield,Special attributes
CORRINDER,"1. SC
Dhania
07","Dhania
Simlaw
Select",2016,"Simlaw
Company","Simlaw
Company","100 – 2000m
asl",1,"Leaf:
2 – 4,
Grain:
1.2 –
1.5"," Unique
strong
flavor
 Late
maturing
 Large
biomass"
