Crop,Variety name,Release name,Year of release,Owner(s) licensee,Maintainer and source,Areas of production,Maturity duration,Yield (t/ha),Special attributes
SPIDER_PLANT,"1. Spiderpla
nt-1","Abuku
Spiderplant-
1",2016,"Prof.
Abukutsa
Mary
O.Onyan
go","Prof.
Abukutsa
Mary
O.Onyango
& Enos
Abukutsa
Memorial
Holdings
Ltd","100-2400m asl
Kakamega, Kisii,
Nyamira, Vihiga,
Kiambu,
Nairobi, Meru,
Bungoma,
Murang’a,
Nakuru",1.25,20-40," Tall
variety
 High iron
content"
